n_train_data.name	class	sid	corpus_id	gender	acted	arousal	valence	featfile	image
/home/jkim/Corpus/recola_wav/P16_35.wav	2	16	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_35.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_35/
/home/jkim/Corpus/recola_wav/P16_36.wav	2	16	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_36.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_36/
/home/jkim/Corpus/recola_wav/P16_37.wav	10	16	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_37.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_37/
/home/jkim/Corpus/recola_wav/P16_38.wav	0	16	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_38.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_38/
/home/jkim/Corpus/recola_wav/P16_39.wav	8	16	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_39.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_39/
/home/jkim/Corpus/recola_wav/P16_40.wav	8	16	7	0	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_40.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_40/
/home/jkim/Corpus/recola_wav/P16_41.wav	0	16	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_41.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_41/
/home/jkim/Corpus/recola_wav/P16_42.wav	8	16	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_42.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_42/
/home/jkim/Corpus/recola_wav/P16_43.wav	2	16	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_43.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_43/
/home/jkim/Corpus/recola_wav/P16_44.wav	0	16	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_44.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_44/
/home/jkim/Corpus/recola_wav/P16_45.wav	0	16	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_45.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_45/
/home/jkim/Corpus/recola_wav/P16_46.wav	8	16	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_46.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_46/
/home/jkim/Corpus/recola_wav/P16_47.wav	1	16	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_47.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_47/
/home/jkim/Corpus/recola_wav/P17_0.wav	0	17	7	0	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_0.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_0/
/home/jkim/Corpus/recola_wav/P17_1.wav	8	17	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_1.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_1/
/home/jkim/Corpus/recola_wav/P17_2.wav	8	17	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_2.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_2/
/home/jkim/Corpus/recola_wav/P17_3.wav	8	17	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_3.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_3/
/home/jkim/Corpus/recola_wav/P17_4.wav	8	17	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_4.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_4/
/home/jkim/Corpus/recola_wav/P17_5.wav	8	17	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_5.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_5/
/home/jkim/Corpus/recola_wav/P17_6.wav	3	17	7	0	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_6.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_6/
/home/jkim/Corpus/recola_wav/P17_7.wav	3	17	7	0	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_7.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_7/
/home/jkim/Corpus/recola_wav/P17_8.wav	10	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_8.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_8/
/home/jkim/Corpus/recola_wav/P17_9.wav	5	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_9.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_9/
/home/jkim/Corpus/recola_wav/P17_10.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_10.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_10/
/home/jkim/Corpus/recola_wav/P17_11.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_11.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_11/
/home/jkim/Corpus/recola_wav/P17_12.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_12.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_12/
/home/jkim/Corpus/recola_wav/P17_13.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_13.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_13/
/home/jkim/Corpus/recola_wav/P17_14.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_14.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_14/
/home/jkim/Corpus/recola_wav/P17_15.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_15.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_15/
/home/jkim/Corpus/recola_wav/P17_16.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_16.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_16/
/home/jkim/Corpus/recola_wav/P17_17.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_17.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_17/
/home/jkim/Corpus/recola_wav/P17_18.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_18.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_18/
/home/jkim/Corpus/recola_wav/P17_19.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_19.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_19/
/home/jkim/Corpus/recola_wav/P17_20.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_20.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_20/
/home/jkim/Corpus/recola_wav/P17_21.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_21.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_21/
/home/jkim/Corpus/recola_wav/P17_22.wav	2	17	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_22.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_22/
/home/jkim/Corpus/recola_wav/P17_23.wav	5	17	7	0	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_23.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_23/
/home/jkim/Corpus/recola_wav/P17_24.wav	8	17	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_24.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_24/
/home/jkim/Corpus/recola_wav/P17_25.wav	8	17	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_25.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_25/
/home/jkim/Corpus/recola_wav/P17_26.wav	0	17	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_26.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_26/
/home/jkim/Corpus/recola_wav/P19_0.wav	0	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_0.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_0/
/home/jkim/Corpus/recola_wav/P19_1.wav	1	19	7	1	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_1.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_1/
/home/jkim/Corpus/recola_wav/P19_2.wav	4	19	7	1	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_2.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_2/
/home/jkim/Corpus/recola_wav/P19_3.wav	4	19	7	1	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_3.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_3/
/home/jkim/Corpus/recola_wav/P19_4.wav	5	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_4.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_4/
/home/jkim/Corpus/recola_wav/P19_5.wav	5	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_5.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_5/
/home/jkim/Corpus/recola_wav/P19_6.wav	10	19	7	1	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_6.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_6/
/home/jkim/Corpus/recola_wav/P19_7.wav	0	19	7	1	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_7.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_7/
/home/jkim/Corpus/recola_wav/P19_8.wav	0	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_8.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_8/
/home/jkim/Corpus/recola_wav/P19_9.wav	5	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_9.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_9/
/home/jkim/Corpus/recola_wav/P19_10.wav	5	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_10.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_10/
/home/jkim/Corpus/recola_wav/P19_11.wav	5	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_11.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_11/
/home/jkim/Corpus/recola_wav/P19_12.wav	5	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_12.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_12/
/home/jkim/Corpus/recola_wav/P19_13.wav	3	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_13.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_13/
/home/jkim/Corpus/recola_wav/P19_14.wav	3	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_14.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_14/
/home/jkim/Corpus/recola_wav/P19_15.wav	8	19	7	1	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_15.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_15/
/home/jkim/Corpus/recola_wav/P19_16.wav	8	19	7	1	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_16.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_16/
/home/jkim/Corpus/recola_wav/P19_17.wav	0	19	7	1	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_17.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_17/
/home/jkim/Corpus/recola_wav/P19_18.wav	0	19	7	1	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_18.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_18/
/home/jkim/Corpus/recola_wav/P19_19.wav	5	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_19.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_19/
/home/jkim/Corpus/recola_wav/P19_20.wav	0	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_20.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_20/
/home/jkim/Corpus/recola_wav/P19_21.wav	8	19	7	1	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_21.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_21/
/home/jkim/Corpus/recola_wav/P19_22.wav	8	19	7	1	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_22.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_22/
/home/jkim/Corpus/recola_wav/P19_23.wav	0	19	7	1	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_23.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_23/
