n_train_data.name	class	sid	corpus_id	gender	acted	arousal	valence	featfile
/home/jkim/Corpus/recola_wav/P16_28.wav	3	16	7	0	0	0.734948557	-0.234372021	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_28.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/16_28/
/home/jkim/Corpus/recola_wav/P16_35.wav	2	16	7	0	0	-0.479466353	-0.588785758	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_35.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/16_35/
/home/jkim/Corpus/recola_wav/P16_36.wav	2	16	7	0	0	-0.346616061	-0.67247082	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_36.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/16_36/
/home/jkim/Corpus/recola_wav/P16_38.wav	0	16	7	0	0	0.631483537	0.02975369	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_38.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/16_38/
/home/jkim/Corpus/recola_wav/P16_41.wav	0	16	7	0	0	0.64711268	0.013002317	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_41.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/16_41/
/home/jkim/Corpus/recola_wav/P16_43.wav	2	16	7	0	0	-0.494772283	-0.605515483	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_43.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/16_43/
/home/jkim/Corpus/recola_wav/P16_44.wav	0	16	7	0	0	-0.119524507	-0.276288279	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_44.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/16_44/
/home/jkim/Corpus/recola_wav/P16_45.wav	0	16	7	0	0	0.628385415	0.056630112	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_45.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/16_45/
/home/jkim/Corpus/recola_wav/P16_47.wav	1	16	7	0	0	0.271825265	0.8075623	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_47.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/16_47/
/home/jkim/Corpus/recola_wav/P17_0.wav	0	17	7	0	0	0.522197831	-0.186674671	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_0.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_0/
/home/jkim/Corpus/recola_wav/P17_6.wav	3	17	7	0	0	0.6847293	-0.302046402	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_6.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_6/
/home/jkim/Corpus/recola_wav/P17_7.wav	3	17	7	0	0	0.506852237	-0.275255559	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_7.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_7/
/home/jkim/Corpus/recola_wav/P17_10.wav	2	17	7	0	0	-0.182847035	-0.682145588	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_10.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_10/
/home/jkim/Corpus/recola_wav/P17_11.wav	2	17	7	0	0	-0.288987403	-0.747626325	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_11.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_11/
/home/jkim/Corpus/recola_wav/P17_12.wav	2	17	7	0	0	-0.326138174	-0.805845416	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_12.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_12/
/home/jkim/Corpus/recola_wav/P17_13.wav	2	17	7	0	0	-0.39732641	-0.830195239	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_13.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_13/
/home/jkim/Corpus/recola_wav/P17_14.wav	2	17	7	0	0	-0.543127518	-0.942977192	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_14.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_14/
/home/jkim/Corpus/recola_wav/P17_15.wav	2	17	7	0	0	-0.500841877	-0.891138276	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_15.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_15/
/home/jkim/Corpus/recola_wav/P17_16.wav	2	17	7	0	0	-0.240597625	-0.798679472	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_16.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_16/
/home/jkim/Corpus/recola_wav/P17_17.wav	2	17	7	0	0	-0.446848113	-1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_17.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_17/
/home/jkim/Corpus/recola_wav/P17_18.wav	2	17	7	0	0	-0.606271801	-0.864945978	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_18.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_18/
/home/jkim/Corpus/recola_wav/P17_19.wav	2	17	7	0	0	-0.506084955	-0.816926772	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_19.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_19/
/home/jkim/Corpus/recola_wav/P17_20.wav	2	17	7	0	0	-0.485922546	-0.719887958	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_20.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_20/
/home/jkim/Corpus/recola_wav/P17_21.wav	2	17	7	0	0	-0.551902518	-0.966986797	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_21.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_21/
/home/jkim/Corpus/recola_wav/P17_22.wav	2	17	7	0	0	-0.447660861	-0.799159666	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_22.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_22/
/home/jkim/Corpus/recola_wav/P17_26.wav	0	17	7	0	0	0.623986731	0.015781313	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_26.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/17_26/
/home/jkim/Corpus/recola_wav/P19_0.wav	0	19	7	1	0	0.002574884	-0.059871447	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_0.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_0/
/home/jkim/Corpus/recola_wav/P19_1.wav	1	19	7	1	0	0.647281597	0.697184323	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_1.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_1/
/home/jkim/Corpus/recola_wav/P19_7.wav	0	19	7	1	0	-0.171533693	-0.237858889	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_7.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_7/
/home/jkim/Corpus/recola_wav/P19_8.wav	0	19	7	1	0	0.076205526	-0.066692393	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_8.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_8/
/home/jkim/Corpus/recola_wav/P19_13.wav	3	19	7	1	0	0.823044407	-0.297982476	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_13.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_13/
/home/jkim/Corpus/recola_wav/P19_14.wav	3	19	7	1	0	0.983771975	-0.189758809	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_14.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_14/
/home/jkim/Corpus/recola_wav/P19_17.wav	0	19	7	1	0	0.14540356	0.077722557	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_17.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_17/
/home/jkim/Corpus/recola_wav/P19_18.wav	0	19	7	1	0	-0.088238479	-0.238429091	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_18.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_18/
/home/jkim/Corpus/recola_wav/P19_20.wav	0	19	7	1	0	0.518240675	-0.195673014	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_20.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_20/
/home/jkim/Corpus/recola_wav/P19_23.wav	0	19	7	1	0	0.325288473	-0.010597428	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_23.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_23/
/home/jkim/Corpus/recola_wav/P19_25.wav	0	19	7	1	0	0.108217289	-0.24324414	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_25.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_25/
/home/jkim/Corpus/recola_wav/P19_26.wav	0	19	7	1	0	0.392595786	-0.203848294	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_26.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_26/
/home/jkim/Corpus/recola_wav/P19_27.wav	0	19	7	1	0	0.38042693	-0.16431566	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_27.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_27/
/home/jkim/Corpus/recola_wav/P19_28.wav	0	19	7	1	0	0.250548253	-0.235810708	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_28.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_28/
/home/jkim/Corpus/recola_wav/P19_29.wav	0	19	7	1	0	0.478749144	-0.18291607	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_29.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_29/
/home/jkim/Corpus/recola_wav/P19_33.wav	1	19	7	1	0	0.433395206	0.782415717	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_33.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_33/
/home/jkim/Corpus/recola_wav/P19_34.wav	0	19	7	1	0	0.056711435	-0.000800524	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_34.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_34/
/home/jkim/Corpus/recola_wav/P19_35.wav	2	19	7	1	0	-0.60342889	-0.674283497	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_35.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_35/
/home/jkim/Corpus/recola_wav/P19_36.wav	2	19	7	1	0	-0.353251099	-0.579935159	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_36.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/19_36/
/home/jkim/Corpus/recola_wav/P21_1.wav	0	21	7	1	0	0.184106574	0.202635096	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_1.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P21_1/
/home/jkim/Corpus/recola_wav/P21_5.wav	1	21	7	1	0	0.595890454	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_5.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P21_5/
/home/jkim/Corpus/recola_wav/P21_13.wav	0	21	7	1	0	0.300154023	-0.199991196	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_13.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_13/
/home/jkim/Corpus/recola_wav/P21_14.wav	0	21	7	1	0	0.57312804	0.016577337	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_14.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_14/
/home/jkim/Corpus/recola_wav/P21_20.wav	0	21	7	1	0	0.354526504	0.010285774	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_20.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_20/
/home/jkim/Corpus/recola_wav/P21_23.wav	0	21	7	1	0	0.265035207	-0.226453169	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_23.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_23/
/home/jkim/Corpus/recola_wav/P21_24.wav	0	21	7	1	0	0.425118188	0.04215342	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_24.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_24/
/home/jkim/Corpus/recola_wav/P21_30.wav	0	21	7	1	0	-0.283125251	-0.067735587	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_30.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_30/
/home/jkim/Corpus/recola_wav/P21_31.wav	0	21	7	1	0	-0.052170141	-0.057231245	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_31.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_31/
/home/jkim/Corpus/recola_wav/P21_35.wav	2	21	7	1	0	-0.84079146	-0.644699666	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_35.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_35/
/home/jkim/Corpus/recola_wav/P21_37.wav	0	21	7	1	0	0.074121609	-0.21828566	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_37.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_37/
/home/jkim/Corpus/recola_wav/P21_38.wav	0	21	7	1	0	0.262827669	-0.064065459	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_38.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_38/
/home/jkim/Corpus/recola_wav/P21_40.wav	1	21	7	1	0	0.533943241	0.958935727	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_40.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_40/
/home/jkim/Corpus/recola_wav/P21_42.wav	3	21	7	1	0	0.826243258	-0.104533409	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_42.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_42/
/home/jkim/Corpus/recola_wav/P21_43.wav	3	21	7	1	0	0.767786753	-0.215297678	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_43.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_43/
/home/jkim/Corpus/recola_wav/P21_44.wav	3	21	7	1	0	0.685297228	-0.283392361	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_44.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_44/
/home/jkim/Corpus/recola_wav/P21_46.wav	3	21	7	1	0	5.41E-01	-0.509994968	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_46.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_46/
/home/jkim/Corpus/recola_wav/P21_47.wav	3	21	7	1	0	0.791186664	-0.366801848	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P21_47.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/21_47/
/home/jkim/Corpus/recola_wav/P23_1.wav	0	23	7	1	0	0.281954928	-0.159588251	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_1.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P23_1/
/home/jkim/Corpus/recola_wav/P23_3.wav	0	23	7	1	0	0.497586845	0.063893875	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_3.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P23_3/
/home/jkim/Corpus/recola_wav/P23_4.wav	0	23	7	1	0	0.1266271	-0.240409373	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_4.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P23_4/
/home/jkim/Corpus/recola_wav/P23_5.wav	2	23	7	1	0	-1	-0.829697566	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_5.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P23_5/
/home/jkim/Corpus/recola_wav/P23_6.wav	2	23	7	1	0	-0.85287517	-0.713074507	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_6.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P23_6/
/home/jkim/Corpus/recola_wav/P23_9.wav	0	23	7	1	0	0.590686931	-0.159999613	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_9.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P23_9/
/home/jkim/Corpus/recola_wav/P23_10.wav	3	23	7	1	0	0.825017827	-0.087329058	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_10.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/23_10/
/home/jkim/Corpus/recola_wav/P23_12.wav	2	23	7	1	0	-0.835621438	-0.748784931	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_12.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/23_12/
/home/jkim/Corpus/recola_wav/P23_13.wav	2	23	7	1	0	-0.474760414	-0.807794978	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_13.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/23_13/
/home/jkim/Corpus/recola_wav/P23_14.wav	2	23	7	1	0	-0.223790273	-0.699264616	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_14.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/23_14/
/home/jkim/Corpus/recola_wav/P23_20.wav	3	23	7	1	0	0.567539916	-0.368873707	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_20.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/23_20/
/home/jkim/Corpus/recola_wav/P23_21.wav	3	23	7	1	0	6.13E-01	-0.270243069	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_21.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/23_21/
/home/jkim/Corpus/recola_wav/P23_23.wav	3	23	7	1	0	0.654478139	-0.255083755	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_23.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/23_23/
/home/jkim/Corpus/recola_wav/P23_25.wav	2	23	7	1	0	-0.411101691	-0.964632449	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_25.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/23_25/
/home/jkim/Corpus/recola_wav/P23_27.wav	3	23	7	1	0	0.756810134	-1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_27.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/23_27/
/home/jkim/Corpus/recola_wav/P23_28.wav	3	23	7	1	0	0.39590199	-0.8904323	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_28.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/23_28/
/home/jkim/Corpus/recola_wav/P23_33.wav	3	23	7	1	0	0.579135705	-0.633550888	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_33.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/23_33/
/home/jkim/Corpus/recola_wav/P23_34.wav	3	23	7	1	0	0.522264381	-0.63178552	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P23_34.wav.csv	P/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/23_34/
