n_train_data.name	class	sid	corpus_id	gender	acted	arousal	valence	feat	image
/home/jkim/Corpus/recola_wav/P16_34.wav	4	16	7	0	0	0.375885369	0.150371045	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_34.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_34
/home/jkim/Corpus/recola_wav/P16_35.wav	2	16	7	0	0	-0.479466353	-0.588785758	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_35.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_35
/home/jkim/Corpus/recola_wav/P16_36.wav	2	16	7	0	0	-0.346616061	-0.67247082	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_36.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_36
/home/jkim/Corpus/recola_wav/P16_37.wav	10	16	7	0	0	-0.205432227	-0.506729544	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_37.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_37
/home/jkim/Corpus/recola_wav/P16_38.wav	0	16	7	0	0	0.631483537	0.02975369	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_38.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_38
/home/jkim/Corpus/recola_wav/P16_39.wav	8	16	7	0	0	0.955836471	0.01948442	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_39.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_39
/home/jkim/Corpus/recola_wav/P16_40.wav	8	16	7	0	0	0.786347829	-0.031429554	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_40.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_40
/home/jkim/Corpus/recola_wav/P16_41.wav	0	16	7	0	0	0.64711268	0.013002317	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_41.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_41
/home/jkim/Corpus/recola_wav/P16_42.wav	8	16	7	0	0	0.709043291	0.034644086	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_42.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_42
/home/jkim/Corpus/recola_wav/P16_43.wav	2	16	7	0	0	-0.494772283	-0.605515483	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_43.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_43
/home/jkim/Corpus/recola_wav/P16_44.wav	0	16	7	0	0	-0.119524507	-0.276288279	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_44.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_44
/home/jkim/Corpus/recola_wav/P16_45.wav	0	16	7	0	0	0.628385415	0.056630112	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_45.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_45
/home/jkim/Corpus/recola_wav/P16_46.wav	8	16	7	0	0	0.701346447	0.100387096	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_46.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_46
/home/jkim/Corpus/recola_wav/P16_47.wav	1	16	7	0	0	0.271825265	0.8075623	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P16_47.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P16_47
/home/jkim/Corpus/recola_wav/P17_0.wav	0	17	7	0	0	0.522197831	-0.186674671	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_0.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_0
/home/jkim/Corpus/recola_wav/P17_1.wav	8	17	7	0	0	0.708521181	0.204745057	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_1.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_1
/home/jkim/Corpus/recola_wav/P17_2.wav	8	17	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_2.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_2
/home/jkim/Corpus/recola_wav/P17_3.wav	8	17	7	0	0	0.941249419	0.837846251	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_3.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_3
/home/jkim/Corpus/recola_wav/P17_4.wav	8	17	7	0	0	0.89184197	0.152460985	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_4.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_4
/home/jkim/Corpus/recola_wav/P17_5.wav	8	17	7	0	0	0.927514627	0.258209166	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_5.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_5
/home/jkim/Corpus/recola_wav/P17_6.wav	3	17	7	0	0	0.6847293	-0.302046402	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_6.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_6
/home/jkim/Corpus/recola_wav/P17_7.wav	3	17	7	0	0	0.506852237	-0.275255559	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_7.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_7
/home/jkim/Corpus/recola_wav/P17_8.wav	10	17	7	0	0	-0.1893476	-0.553321331	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_8.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_8
/home/jkim/Corpus/recola_wav/P17_9.wav	5	17	7	0	0	-0.162698834	-0.668467389	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_9.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_9
/home/jkim/Corpus/recola_wav/P17_10.wav	2	17	7	0	0	-0.182847035	-0.682145588	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_10.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_10
/home/jkim/Corpus/recola_wav/P17_11.wav	2	17	7	0	0	-0.288987403	-0.747626325	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_11.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_11
/home/jkim/Corpus/recola_wav/P17_12.wav	2	17	7	0	0	-0.326138174	-0.805845416	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_12.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_12
/home/jkim/Corpus/recola_wav/P17_13.wav	2	17	7	0	0	-0.39732641	-0.830195239	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_13.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_13
/home/jkim/Corpus/recola_wav/P17_14.wav	2	17	7	0	0	-0.543127518	-0.942977192	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_14.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_14
/home/jkim/Corpus/recola_wav/P17_15.wav	2	17	7	0	0	-0.500841877	-0.891138276	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_15.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_15
/home/jkim/Corpus/recola_wav/P17_16.wav	2	17	7	0	0	-0.240597625	-0.798679472	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_16.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_16
/home/jkim/Corpus/recola_wav/P17_17.wav	2	17	7	0	0	-0.446848113	-1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_17.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_17
/home/jkim/Corpus/recola_wav/P17_18.wav	2	17	7	0	0	-0.606271801	-0.864945978	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_18.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_18
/home/jkim/Corpus/recola_wav/P17_19.wav	2	17	7	0	0	-0.506084955	-0.816926772	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_19.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_19
/home/jkim/Corpus/recola_wav/P17_20.wav	2	17	7	0	0	-0.485922546	-0.719887958	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_20.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_20
/home/jkim/Corpus/recola_wav/P17_21.wav	2	17	7	0	0	-0.551902518	-0.966986797	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_21.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_21
/home/jkim/Corpus/recola_wav/P17_22.wav	2	17	7	0	0	-0.447660861	-0.799159666	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_22.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_22
/home/jkim/Corpus/recola_wav/P17_23.wav	5	17	7	0	0	0.169355698	-0.552535302	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_23.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_23
/home/jkim/Corpus/recola_wav/P17_24.wav	8	17	7	0	0	0.939512777	0.762505003	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_24.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_24
/home/jkim/Corpus/recola_wav/P17_25.wav	8	17	7	0	0	0.698834054	0.485822177	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_25.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_25
/home/jkim/Corpus/recola_wav/P17_26.wav	0	17	7	0	0	0.623986731	0.015781313	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P17_26.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P17_26
/home/jkim/Corpus/recola_wav/P19_0.wav	0	19	7	1	0	0.002574884	-0.059871447	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_0.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_0
/home/jkim/Corpus/recola_wav/P19_1.wav	1	19	7	1	0	0.647281597	0.697184323	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_1.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_1
/home/jkim/Corpus/recola_wav/P19_2.wav	4	19	7	1	0	0.488137751	0.185185664	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_2.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_2
/home/jkim/Corpus/recola_wav/P19_3.wav	4	19	7	1	0	0.480196073	0.119783414	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_3.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_3
/home/jkim/Corpus/recola_wav/P19_4.wav	5	19	7	1	0	0.323146203	-0.431955761	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_4.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_4
/home/jkim/Corpus/recola_wav/P19_5.wav	5	19	7	1	0	0.014759618	-0.574218605	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_5.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_5
/home/jkim/Corpus/recola_wav/P19_6.wav	10	19	7	1	0	-0.213138534	-0.428475413	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_6.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_6
/home/jkim/Corpus/recola_wav/P19_7.wav	0	19	7	1	0	-0.171533693	-0.237858889	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_7.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_7
/home/jkim/Corpus/recola_wav/P19_8.wav	0	19	7	1	0	0.076205526	-0.066692393	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_8.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_8
/home/jkim/Corpus/recola_wav/P19_9.wav	5	19	7	1	0	0.324498659	-0.284382271	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_9.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_9
/home/jkim/Corpus/recola_wav/P19_10.wav	5	19	7	1	0	0.07480775	-0.449525154	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_10.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_10
/home/jkim/Corpus/recola_wav/P19_11.wav	5	19	7	1	0	0.138299579	-0.341139685	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_11.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_11
/home/jkim/Corpus/recola_wav/P19_12.wav	5	19	7	1	0	0.314699247	-0.392842333	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_12.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_12
/home/jkim/Corpus/recola_wav/P19_13.wav	3	19	7	1	0	0.823044407	-0.297982476	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_13.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_13
/home/jkim/Corpus/recola_wav/P19_14.wav	3	19	7	1	0	0.983771975	-0.189758809	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_14.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_14
/home/jkim/Corpus/recola_wav/P19_15.wav	8	19	7	1	0	0.682346119	0.379429062	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_15.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_15
/home/jkim/Corpus/recola_wav/P19_16.wav	8	19	7	1	0	0.742814526	0.594230212	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_16.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_16
/home/jkim/Corpus/recola_wav/P19_17.wav	0	19	7	1	0	0.14540356	0.077722557	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_17.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_17
/home/jkim/Corpus/recola_wav/P19_18.wav	0	19	7	1	0	-0.088238479	-0.238429091	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/LSPEC//P19_18.wav.csv	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/images/P19_18
